gdetail_no,grade_no,gdetail_name,sort_no
100011755,10003487,"X 2.7 의전",3
100011929,10003663,"최고급형",3
100009151,10003492,"슈퍼형",3
100014184,10014384,"런치 에디션",3
100010065,10005294,"큐티",3
100015693,10016520,LTD,3
100015019,10015779,"슈퍼",3
100011479,10011968,"프로액티브",3
100016290,10017101,GT-line,3
100014116,10011880,"6인승 익스클루시브 듀얼선루프",3
100014459,10015186,"SEL 고급형",3
100014667,10015435,"시그니처",3
100011437,10011868,"모던",3
100009152,10003493,"슈퍼형",3
100011381,10011811,"익스클루시브 스페셜",3
100016107,10016519,"L라이트",3
100013571,10011872,"15인승",3
100011442,10011870,"모던",3
100011434,10011867,"익스클루시브",3
100011431,10011866,"익스클루시브",3
100015683,10016518,"GX스페셜",3
100016342,10017167,"인스퍼레이션",3
100014293,10003512,"럭셔리",3
100015673,10016515,"GX스페셜",3
100013940,10014252,"프레스티지",3
100011405,10011826,"플래티넘Ⅱ",3
100011403,10011825,"플래티넘Ⅱ",3
100014553,10015267,"모던",3
100011396,10011822,"노블레스 스페셜",3
100009645,10003475,"엑시모",3
100014159,10014362,"엑셀런스",3
100009019,10004413,"11인 프레지던트",3
100015666,10016514,GX,3
100008703,10003478,DOHC,3
100015659,10016509,"모던플러스",3
100010733,10009472,"세이프티",3
100010704,10009507,LE,3
100011770,10003754,"i 월드컵스페셜",3
100009065,10004415,"고급형",3
100009219,10003882,"최고급형",3
100010711,10009509,RE,3
100011389,10011820,"노블레스",3
100011386,10011819,"노블레스 스페셜",3
100014659,10015437,"노블레스",3
100015652,10016502,"L라이트",3
100014227,10014401,"프레스티지",3
100015857,10015239,"리미티드 블랙에디션",3
100011379,10011810,"프레스티지",3
100011377,10011809,"프레스티지",3
100008434,10003584,"월드컵",3
100016048,10009837,C6,3
100016053,10009838,C6,3
100016252,10017059,"블랙 엣지",3
100011369,10011807,"익스클루시브",3
100013956,10010146,"3세대",3
100015611,10016446,"L라이트",3
100016336,10017166,H-Pick,3
100013561,10011785,"스탠다드",3
100013987,10010161,"1세대",3
100014033,10010183,"1세대",3
100009217,10003879,"최고급형",3
100009474,10004424,President,3
100016330,10017165,"프리미엄",3
100016088,10016902,"인스퍼레이션",3
100014038,10010184,"1세대",3
100016528,10017544,"GT 라인",3
100014009,10010162,"1세대",3
100009142,10005489,"세이프티팩",3
100014043,10010221,MK7,3
100010931,10011022,"29인승",3
100014462,10015189,"SEL 고급형",3
100014253,10014501,"AMG 라인 런칭 에디션",3
100015566,10016419,"모던플러스",3
100016415,10016456,"프리미엄",3
100014141,10011037,"스마트",3
100013948,10014255,"프로 퍼스트 에디션",3
100014146,10011041,"스포츠 에센스 에디션",3
100015580,10016427,"L라이트",3
100011123,10011403,"마제스티",3
100014138,10011043,"프리미엄",3
100015592,10016430,"스타일",3
100013228,10011129,"7 DCT",3
100015614,10016448,"스타일",3
100009906,10004265,"스페셜",3
100013945,10014254,"M 스포츠 프로 퍼스트 에디션",3
100011054,10011321,"밸류 플러스",3
100015610,10016445,"L라이트",3
100014129,10011354,"7인승 2WD 하이루프 CVX 럭셔리",3
100011935,10003664,"VVT 레이싱 최고급형",3
100013719,10013939,"프레스티지",3
100015540,10016407,"스타일",3
100015368,10016173,"럭셔리",3
100011110,10005335,"노부스",3
100013904,10014220,"프리미엄",3
100016372,10015438,"베스트 셀렉션",3
100014447,10014178,"2WD 기타제조사",3
100016275,10017076,"익스트림",3
100015400,10016280,"럭셔리",3
100013933,10014250,"노블레스",3
100014150,10014361,"R-디자인",3
100014742,10015618,"럭셔리",3
100009323,10004005,"CVX 밸류",3
100015853,10005334,"올 뉴 마이티",3
100015523,10016402,L,3
100009211,10003667,"최고급형",3
100013825,10014056,"노블레스",3
100014745,10015619,GLX,3
100014749,10015620,GLX,3
100014756,10015621,"GX스페셜",3
100008423,10003515,"알칸타라팩",3
100015410,10016302,"스타일",3
100014224,10014403,"프레스티지",3
100016428,10016666,"N Line 익스클루시브",3
100014397,10015099,8V,3
100013831,10014053,"노블레스",3
100013819,10014055,"노블레스",3
100016249,10017058,"블랙 엣지",3
100014237,10014434,"그란스포츠",3
100014247,10014476,"익스클루시브 플러스",3
100016397,10005333,"냉장윙바디",3
100008754,10003964,GLS,3
100014764,10015627,"스타일",3
100008913,10003624,"로얄",3
100010555,10005318,"e-마이티 큐티",3
100015529,10016403,"GL라이트",3
100013812,10014052,"어스",3
100014981,10015760,"하이슈퍼",3
100009363,10003611,"F24S 프리미어 블랙 세이프티팩",3
100014817,10015691,"GX스페셜",3
100014857,10015697,"GX스페셜",3
100016406,10011202,"냉장윙바디",3
100008093,10003655,"1.5 ELS 스페셜",3
100015522,10016400,L,3
100015353,10016143,"플러스",3
100014773,10015673,"GL라이트",3
100013774,10013995,"마스터즈",3
100015528,10016401,"GL라이트",3
100009094,10004633,"럭셔리",3
100015559,10016414,"L라이트",3
100014776,10015674,L,3
100014480,10015226,"1인승 프레스티지 스페셜",3
100015524,10016404,L,3
100013836,10014057,"노블레스",3
100014781,10015677,"GL라이트",3
100014790,10015682,"GL라이트",3
100014277,10013938,"영업용",3
100014955,10015755,"모던",3
100011449,10011882,"모던",3
100015990,10016848,"노블레스",3
100016240,10017055,"시그니처",3
100014456,10015183,"티타늄",3
100014964,10015756,"슈퍼",3
100016430,10016667,"N Line 익스클루시브",3
100014484,10015234,"익스클루시브",3
100014948,10015753,"슈퍼",3
100014942,10015725,"GX스페셜",3
100016488,10015722,"스마트 샐렉션",3
100015532,10016405,"스타일",3
100013767,10013986,"44인승",3
100014936,10015715,"LTD고급",3
100014933,10015713,"LTD고급",3
100013698,10013924,"프레스티지",3
100014845,10015695,"프레스티지",3
100014854,10015696,SDX,3
100014453,10015180,"티타늄",3
100013706,10013933,"프레스티지",3
100014929,10015710,LTD,3
100014918,10015705,GLX,3
100014324,10014870,"캘리그래피",3
100013692,10013907,"플래티넘",3
100015544,10016408,"스타일",3
100013685,10013905,"시그니처",3
100014905,10015704,GLX,3
100016221,10017044,T,3
100015998,10016850,"렌터카 프레스티지",3
100009268,10003502,"탑 프리미엄팩",3
100014488,10015235,"익스클루시브",3
100013680,10013904,"렌터카 스탠다드",3
100011491,10011988,"프레스티지",3
100008942,10003651,"스페셜",3
100013805,10014050,"어스",3
100011492,10011989,"프레스티지",3
100013777,10013996,"마스터즈",3
100014878,10015699,GLX,3
100011401,10011824,"프레스티지",3
100010582,10007976,"14인승",3
100016574,10016654,"TV7 밴",3
100013701,10013925,"프레스티지",3
100016479,10013461,"블랙",3
100016480,10013460,"블랙",3
100014106,10013298,"골든썬더 에디션",3
100008585,10005417,"타이탄",3
100016087,10016901,"인스퍼레이션",3
100015548,10016409,"스타일",3
100013580,10012836,"V3 스페셜",3
100014897,10015703,"GX스페셜",3
100014885,10015701,"프레스티지",3
100008487,10003616,"최고급형",3
100016205,10017013,VIP,3
100016278,10017077,"익스트림",3
100015245,10015987,LTD,3
100016196,10017012,"캘리그래피",3
100011421,10005493,"세이프티팩",3
100016193,10017011,"캘리그래피",3
100016522,10017540,"GT 라인",3
100016410,10005336,"냉동윙바디",3
100013578,10012834,"V3 스페셜",3
100016190,10017010,"캘리그래피",3
100016185,10017009,"캘리그래피",3
100010513,10004602,"브라운존",3
100016178,10017008,"캘리그래피",3
100016310,10017135,"하이글로스 쉐도우 라인",3
100014575,10015271,"루브르 에디션",3
100013577,10012833,"V3 스페셜",3
100014825,10015692,GLX,3
100016184,10017007,"캘리그래피",3
100012312,10012391,"슈퍼형",3
100009888,10003599,"디럭스",3
100015716,10016551,"GT 타입 P",3
100016181,10017006,"캘리그래피",3
100014986,10015772,"하이슈퍼",3
100011038,10006892,"얼티밋 LWB",3
100016508,10005314,"마이티 8톤",3
100014989,10015773,"슈퍼",3
100014580,10015274,"액티브",3
100016175,10017005,"캘리그래피",3
100009063,10004266,"고급형",3
100016172,10017004,"캘리그래피",3
100016489,10005310,"장축",3
100014296,10003917,"2WD SLX",3
100014997,10015774,"슈퍼",3
100014327,10014871,"캘리그래피",3
100016169,10017003,"캘리그래피",3
100009374,10003668,"GLS 기본형",3
100015446,10016334,"GX스페셜",3
100016166,10017002,"캘리그래피",3
100008358,10005325,"마이티 II",3
100016148,10016967,"2WD  특수(6인승)",3
100014121,10004006,"11인승 2WD 모던 스페셜0",3
100010480,10007435,"익스클루시브",3
100010476,10007434,"프리미엄",3
100015011,10015777,"슈퍼",3
100014243,10014475,"익스클루시브 플러스",3
100016126,10016932,"시그니처",3
100015828,10016686,"골드",3
100012322,10012395,"슈퍼형",3
100013249,10004645,"스페셜",3
100015885,10016745,T1,3
100012319,10012394,"슈퍼형",3
100012300,10012387,"모범형",3
100011853,10003897,"MLX 프리미어",3
100014260,10014522,SV,3
100016123,10016931,"시그니처",3
100016038,10014383,"X-다이나믹 SE",3
100008294,10005296,"더블캡",3
100014784,10015678,L,3
100015802,10016653,"블랙에디션",3
100009095,10003509,"럭셔리 스마트팩",3
100016119,10016927,"시그니처",3
100015002,10015775,"모던",3
100014972,10015759,"모던",3
100014523,10015253,"시그니처",3
100011744,10003481,"슈퍼형",3
100009213,10003671,"최고급형",3
100015027,10015788,"어드벤처",3
100016115,10016926,"시그니처",3
100009222,10003885,"최고급형",3
100010487,10007437,"익스클루시브 스페셜",3
100014542,10015261,"인스퍼레이션",3
100016110,10016925,"시그니처",3
100011899,10003591,"2.5 최고급형",3
100011031,10006890,"프리미엄 럭셔리 LWB",3
100015111,10015852,GX,3
100013913,10014230,LTX,3
100010818,10008213,Li,3
100012303,10003595,"슈퍼형",3
100009210,10003607,"최고급형",3
100010876,10003530,"컬렉션",3
100009273,10005317,"트라고 25톤",3
100015118,10015853,GX,3
100013710,10013934,"프레스티지",3
100011923,10003659,"슈퍼형",3
100011847,10003898,"MLX 프리미어",3
100011875,10003601,"슈퍼형",3
100012210,10012360,"프로페셔널 X",3
100012062,10003496,"슈퍼형",3
100009504,10003579,"스페셜 에디션",3
100010747,10008341,"프리미엄",3
100009093,10003842,"럭셔리",3
100008486,10003615,"최고급형",3
100009212,10003669,"최고급형",3
100015986,10016847,"노블레스",3
100014276,10013936,"영업용",3
100010508,10004598,"레드존",3
100009293,10003903,"프리미어",3
100008749,10003657,"GLS 기본형",3
100013749,10013982,"44인승",3
100012206,10012359,"프로페셔널 X",3
100014548,10015262,"인스퍼레이션",3
100015144,10015873,"GX스페셜",3
100008295,10005297,"더블캡",3
100014865,10015698,GLX,3
100008791,10003592,GX,3
100015911,10016755,"라이트",3
100016442,10017348,"N Line 익스클루시브",3
100015150,10015889,"슈퍼",3
100014230,10014404,"프레스티지",3
100009373,10003665,"GLS 기본형",3
100015908,10016753,"플러스 라이트",3
100009015,10003650,"1.5 ELS DUX",3
100015958,10016752,"프롤로그 에디션",3
100009691,10003511,"팩키지1",3
100015163,10015892,"스마트",3
100013488,10003499,"디럭스 모젠팩",3
100015903,10016750,"라이트",3
100014153,10014359,"모멘텀",3
100008422,10003514,"알칸타라팩",3
100014803,10015689,GLX,3
100009810,10003911,"프리미어",3
100015185,10015923,"디럭스",3
100015979,10013076,"스페셜 에디션",3
100014793,10015683,L,3
100014562,10015268,"디 에센셜 라이트",3
100015900,10016749,"라이트",3
100016393,10005337,"냉장윙바디",3
100016437,10017347,"N Line 익스클루시브",3
100014606,10015302,"서밋 리저브 엠버 펄 코트",3
100015224,10015967,"모던플러스",3
100016494,10005306,"장축",3
100010484,10007436,"익스클루시브 스페셜",3
100016101,10016748,"T1 언테임드 에디션",3
100015856,10005316,"파비스 17톤",3
100010068,10003677,"파이브 밀리언",3
100015896,10016747,"하이랜드 에디션",3
100011016,10005300,"올뉴마이티",3
100015995,10016849,"시그니처 블랙",3
100016259,10017061,"블랙 엣지",3
100008484,10003608,"최고급형",3
100015892,10016744,"플러스 라이트",3
100014588,10015288,"더 블랙",3
100016434,10017346,"프레스티지",3
100015858,10015240,"리미티드 블랙에디션",3
100014925,10015709,LTD,3
100011383,10011812,"익스클루시브 스페셜",3
100015874,10016738,"어스",3
100015235,10015971,"스마트",3
100015969,10014947,"런치 팩",3
100015870,10016737,"어스",3
100015250,10015994,"스마트",3
100014028,10010181,"1세대",3
100009467,10003619,"프리미어",3
100015867,10016736,"GT 라인",3
100009221,10003884,"최고급형",3
100014596,10015291,"GT Line",3
100011027,10006888,"다이아몬드 리미티드 에디션",3
100015864,10016735,"GT 라인",3
100009225,10003891,"최고급형",3
100015424,10016319,GX,3
100014335,10014778,"유로코치 LUX",3
100009647,10003610,"엘레강스 스페셜 최고급형",3
100014330,10014873,"캘리그래피",3
100010505,10007444,"에이스",3
100014288,10014625,"노블레스 그래비티",3
100008884,10003756,"n 밸류",3
100015313,10016053,"하이울트라",3
100016078,10014571,"법인전용",3
100015320,10016058,"하이울트라",3
100015157,10015890,"플러스",3
100016077,10014569,"법인전용",3
100011896,10003590,"슈퍼형",3
100016073,10014477,"익스클루시브 플러스",3
100009294,10003905,"프리미어",3
100008291,10005420,"뉴파워텍",3
100009392,10003674,"골드 고급형",3
100016215,10014060,"에디션 1",3
100014314,10008212,"i xDrive",3
100014221,10014402,"프레스티지",3
100015836,10016697,"골드",3
100015844,10016696,"골드",3
100009223,10003889,"최고급형",3
100010761,10004004,"기본형",3
100008360,10005327,"마이티 II",3
100009324,10004010,"CVX 밸류",3
100015832,10016688,"골드",3
100016256,10017060,"블랙 엣지",3
100009118,10003501,"모젠팩",3
100011809,10012299,"CVX 밸류",3
100016493,10008815,"9세대 EX-L",3
100014218,10014400,"시그니처",3
100011801,10012298,"CVX 밸류",3
100009215,10003877,"최고급형",3
100015349,10016142,"스타일",3
100009220,10003883,"최고급형",3
100009216,10003878,"최고급형",3
100009341,10005319,"e 마이티",3
100009218,10003880,"최고급형",3
100015431,10016320,LTD,3
100009403,10003881,"GVS 최고급형",3
100015357,10016154,"럭셔리",3
100014157,10014360,"R-디자인",3
100009224,10003890,"최고급형",3
100016287,10017100,GT-line,3
100015361,10016157,"스마트",3
100015515,10016399,"GL라이트",3
100009469,10003913,"프리미어",3
100013937,10014251,"프레스티지",3
100014654,10015265,"모던 N Line",3
100009957,10003596,"Elegance Special",3
100009186,10003843,"익스트림",3
100009292,10003844,"프리미어",3
100015380,10016197,"플러스",3
100014214,10014399,"시그니처",3
100013868,10014092,"AMG 패키지 플러스",3
100008431,10003598,"엘레강스 스페셜",3
100009214,10003672,"최고급형",3
100008333,10003678,"럭셔리 블랙",3
100009483,10003680,"S16 럭셔리",3
100015388,10016206,"럭셔리",3
100008690,10004116,"Di MR",3
100008293,10005295,"더블캡",3
100013842,10014058,"노블레스 그래비티",3
100009468,10003692,"프리미어",3
100010663,10008589,996,3
100008885,10003609,"디럭스",3
100009382,10003647,"GLS DLX",3
100016035,10016871,"필드마스터 에디션",3
100008485,10003614,"최고급형",3
100016260,10016622,"M 스포츠 프로",3
100015438,10016330,SDX,3
100007799,10003962,"GLS 기본형",3
100016382,10017244,"GT 라인",3
100009401,10003583,GVS,3
100015536,10016406,"스타일",3
100011794,10012297,"CVX 밸류",3
100011462,10007437,"1 밀리언 얼티밋",4
100013215,10012835,V5,4
100009728,10004005,"CVX 프리미엄",4
100014563,10015268,"디 에센셜",4
100015411,10016302,"프리미엄",4
100013914,10014230,STX,4
100015447,10016334,LTD,4
100015537,10016406,"프리미엄",4
100016045,10004424,"기본형",4
100016365,10014871,"아너스",4
100014228,10014401,"캘리그라피",4
100015526,10016402,"L라이트",4
100014297,10003917,"2WD 수출형",4
100015527,10016404,"L라이트",4
100016362,10014870,"아너스",4
100015533,10016405,"프리미엄",4
100015549,10016409,"프리미엄",4
100009804,10003669,NYMPH,4
100014244,10014475,"프레스티지",4
100009803,10003667,NYMPH,4
100015798,10016653,TV5,4
100015804,10016654,"블랙에디션",4
100014238,10014434,"GT 베이스",4
100014231,10014404,"캘리그라피",4
100014219,10014400,"그래비티",4
100011943,10003883,"스타일팩 기본형",4
100015425,10016319,"GX스페셜",4
100015432,10016320,SDX,4
100014215,10014399,"그래비티",4
100009727,10003616,CVVL,4
100014211,10014398,"그래비티",4
100015439,10016330,"프레스티지",4
100014207,10014397,"그래비티",4
100016474,10016655,"벤 TV5",4
100014201,10014396,"노블레스 그래비티",4
100013832,10014053,"노블레스 그래비티",4
100011936,10003664,"DOHC 레이싱 기본형",4
100014222,10014402,"캘리그라피",4
100014777,10015674,GLS,4
100013813,10014052,"GT Line",4
100014154,10014359,"인스크립션",4
100011500,10011992,"노블레스",4
100011683,10003509,"럭셔리 알칸트라팩",4
100007588,10005420,"파워텍",4
100013843,10014058,"시그니처",4
100013826,10014056,"노블레스 그래비티",4
100013820,10014055,"노블레스 그래비티",4
100012063,10003496,"고급형",4
100015812,10016666,"N Line",4
100014512,10015240,TX,4
100015525,10016400,"L라이트",4
100013837,10014057,"노블레스 그래비티",4
100010053,10004265,"스페셜 럭셔리",4
100013778,10013996,"베스트 셀렉션 Ⅱ",4
100013775,10013995,"베스트 셀렉션 Ⅱ",4
100015816,10016667,"N Line",4
100013760,10013986,"47인승",4
100016398,10005333,"보냉윙바디",4
100013699,10013924,"노블레스",4
100014520,10013905,"시그니처 스페셜",4
100013681,10013904,"렌터카 트렌디",4
100011096,10005310,"초장축",4
100013219,10012836,V5,4
100016394,10005337,"보냉윙바디",4
100013702,10013925,"노블레스",4
100013211,10012834,V5,4
100013207,10012833,V5,4
100014147,10011041,"N Line",4
100014990,10015773,"스마트",4
100011083,10005295,"중축",4
100014998,10015774,"플러스",4
100011375,10011808,"프레스티지",4
100015003,10015775,"슈퍼",4
100015012,10015777,"스마트",4
100011539,10011809,"인스퍼레이션",4
100016321,10015288,"써밋",4
100014919,10015705,"GX스페셜",4
100014965,10015756,"플러스",4
100010044,10003599,"럭셔리",4
100014866,10015698,"프레스티지",4
100015112,10015852,"GX스페셜",4
100012211,10012360,"프로페셔널 S",4
100010481,10007435,"익스클루시브 스페셜",4
100015119,10015853,"GX스페셜",4
100015987,10016847,"시그니처",4
100012207,10012359,"프로페셔널 S",4
100010115,10003592,VXL,4
100015145,10015873,"럭셔리",4
100015151,10015889,"스마트",4
100015164,10015892,"스타일",4
100014804,10015689,"프레스티지",4
100014794,10015683,GLS,4
100011111,10005335,"히노",4
100014656,10015267,"모던 N Line",4
100015991,10016848,"시그니처",4
100016497,10016849,"플래티넘",4
100015970,10014947,"T51 에디션",4
100015251,10015994,"스타일",4
100016370,10014873,"아너스",4
100014336,10014778,"유로스타",4
100014289,10014625,"시그니처",4
100011411,10011828,"그랜드 마스터즈",4
100014225,10014403,"캘리그라피",4
100011810,10012299,"CVX 프리미엄",4
100011802,10012298,"CVX 프리미엄",4
100015350,10016142,"플러스",4
100014160,10014362,"R-디자인",4
100016311,10017135,"레이블 레드 리미티드 에디션",4
100015362,10016157,"플러스",4
100013934,10014250,"노블레스 스페셜",4
100015381,10016197,"하이슈퍼",4
100016208,10014060,"에디션 55",4
100016036,10016871,"필드마스터 에디션 러프팩",4
100013809,10014051,"GT Line",4
100011795,10012297,"CVX 프리미엄",4
100010810,10008212,Li,4
100013758,10013984,"47인승",4
100013752,10013983,"47인승",4
100016386,10013982,"46인승",4
100014279,10013939,"영업용 롱레인지 패키지",4
100014555,10013938,"영업용 롱레인지 패키지",4
100013711,10013934,"노블레스",4
100013707,10013933,"노블레스",4
100010847,10005306,"초장축",4
100009586,10004413,"9인 GLX",4
100011523,10012022,"스타일(렌터카)",4
100011519,10012020,"프리미엄",4
100014372,10005334,"이스즈",4
100013623,10011990,"프레스티지 그래비티",4
100011015,10005300,"중축",4
100013625,10011991,"프레스티지 그래비티",4
100013621,10011989,"프레스티지 그래비티",4
100013619,10011988,"프레스티지 그래비티",4
100014117,10011880,"9인승 익스클루시브",4
100011844,10011878,"9인승 익스클루시브 듀얼선루프",4
100013616,10011872,"15인승 4WD",4
100011406,10011826,"플래티넘Ⅲ",4
100011393,10011822,"럭셔리",4
100011390,10011820,"인텔리전트",4
100009666,10004415,"최고급형",4
100009698,10004633,"프레스티지",4
100013179,10011812,"프레스티지",4
100011540,10011810,"인스퍼레이션",4
100011370,10011807,"익스클루시브 스페셜",4
100016331,10017165,"인스퍼레이션",4
100015545,10016408,"프리미엄",4
100013512,10011403,"마제스티 스페셜",4
100013509,10011402,"마제스티 스페셜",4
100014130,10011354,"7인승 4WD CVX 럭셔리",4
100016411,10005336,"보냉윙바디",4
100009991,10003624,"모던",4
100016407,10011202,"보냉윙바디",4
100014142,10011037,"모던",4
100011900,10003591,"2.5 골드",4
100016337,10017166,"프리미엄",4
100016295,10009838,C7,4
100016049,10009837,Z06,4
100011848,10003898,"SLX 프리미엄",4
100009121,10003615,"베이지",4
100016304,10009509,"SE(장애인용)",4
100016041,10009507,"LE 스페셜",4
100009183,10003475,"익스큐티브",4
100011014,10005294,"올뉴마이티",4
100015667,10016514,"GX스페셜",4
100011855,10003897,"SLX 프리미엄",4
100015674,10016515,LTD,4
100011723,10003493,"고급형 모젠팩",4
100015684,10016518,"럭셔리",4
100016562,10017167,"인스퍼레이션 블랙 익스테리어",4
100011721,10003492,"고급형 모젠팩",4
100011757,10003487,"X 2.7 럭셔리 의전",4
100011897,10003590,"월드컵",4
100009933,10003518,"팩키지2",4
100009932,10003511,"팩키지2",4
100009681,10003510,"탑 VIP팩",4
100015710,10016544,"럭셔리",4
100011082,10003505,"모젠 스마트팩",4
100016348,10017168,"인스퍼레이션",4
100015553,10016410,"프리미엄",4
100010131,10003504,"영업용 모범형 팩2",4
100015694,10016520,SDX,4
100016140,10016558,"모빌리티 (영업용)",4
100009680,10003502,"탑 ViP팩",4
100011889,10003589,"GVS 고급형",4
100011884,10003588,"DLX 고급형",4
100009761,10003583,"GVS 월드컵",4
100009616,10003501,"모젠 스마트팩",4
100009819,10003647,"스페셜 에디션 1",4
100009463,10003609,"럭셔리",4
100009256,10003608,"최고급형 세이프티팩",4
100009814,10003680,"S16 프리미어",4
100011424,10003678,"블랙 스페셜",4
100008883,10003754,"n 기본형",4
100010819,10008213,"Li xDrive",4
100009711,10003880,"프리미엄",4
100009710,10003878,"프리미엄",4
100009840,10003619,"탑",4
100010762,10004004,"스마트",4
100009729,10004010,"CVX 프리미엄",4
100011327,10008605,"스파이더",4
100013921,10003911,"스마트팩",4
100015871,10016737,"GT 라인",4
100015875,10016738,"GT 라인",4
100011692,10003964,"GLS 고급형",4
100015891,10016744,"플러스",4
100016093,10016745,"T1 언테임드 에디션",4
100008330,10003677,"럭셔리 어드밴스팩",4
100009553,10003650,"1.5 RV 스페셜",4
100016102,10016748,"T2 언테임드 에디션",4
100011920,10003657,"GLS 고급형",4
100015899,10016749,T1,4
100016438,10017347,"프레스티지",4
100015957,10016752,"에필로그 에디션",4
100009703,10003842,"프리미어",4
100016226,10016753,"플러스",4
100016443,10017348,"프레스티지",4
100009639,10003903,"스마트팩",4
100016375,10005314,"엑시언트 9.5톤",4
100011039,10006892,"AB LWB",4
100014122,10004006,"11인승 4WD HVX VIP팩",4
100011461,10007436,"1 밀리언 얼티밋",4
100011032,10006890,"포트폴리오 LWB",4
100011862,10003885,"프리미엄",4
100013582,10006888,"XJ50 LWB",4
100016111,10016925,"시그니처 X-Line",4
100016116,10016926,"시그니처 X-Line",4
100009348,10005327,"e 마이티",4
100016120,10016927,"시그니처 X-Line",4
100016515,10016931,"시그니처 X-라인",4
100016516,10016932,"시그니처 X-라인",4
100014319,10004116,"Di GOLD",4
100007666,10004931,BLACK,4
100016149,10016967,"2WD  소방(6인승)",4
100009346,10005325,"e 마이티",4
100009695,10005319,"프런티어",4
100010041,10004266,"고급형 럭셔리",4
100009730,10004011,"CVX 프리미엄",4
100011867,10003610,"엘레강스 스페셜 최고급형 세이프티팩",4
100009667,10003607,"최고급형 세이프티팩",4
100011340,10007434,"밸류 플러스",4
100009016,10003655,"1.5 RV",4
100014886,10015701,"GX스페셜",4
100014898,10015703,LTD,4
100014879,10015699,"GX스페셜",4
100013177,10011811,"프레스티지",4
100015999,10016850,"렌터카 노블레스",4
100014678,10015226,"2인승 트렌디",4
100014906,10015704,"프레스티지",4
100014973,10015759,"슈퍼",4
100016222,10017044,T2,4
100014926,10015709,"노블레스",4
100014930,10015710,"노블레스",4
100014858,10015697,LTD,4
100013562,10011785,"럭셔리",4
100014846,10015695,"GX스페셜",4
100015953,10013985,"46인승",4
100014826,10015692,"프레스티지",4
100010583,10007976,"15인승",4
100014943,10015725,LTD,4
100009753,10003881,"GOLD 기본형",4
100014949,10015753,"스마트",4
100014818,10015691,LTD,4
100014785,10015678,GLS,4
100011879,10003596,"Elegance Special 고급",4
100014757,10015621,LTD,4
100014746,10015619,"프레스티지",4
100014662,10015438,"노블레스",4
100016505,10017058,"SE 프레스티지",4
100009133,10003614,"블랙",4
100015541,10016407,"프리미엄",4
100008757,10003962,"GLS 고급형",4
100014956,10015755,"슈퍼",4
100014660,10015437,"시그니처",4
100014653,10014092,"AMG 라인",4
100016504,10017059,"SE 프레스티지",4
100015020,10015779,"스마트",4
100014568,10015269,"디 에센셜 라이트",4
100015126,10015854,"GX스페셜",4
100015132,10015855,"GX스페셜",4
100009682,10005317,"트라고 25.5톤",4
100011922,10003659,"최고급형",4
100015225,10015967,"슈퍼",4
100015730,10015261,"N Line 프리미엄",4
100014248,10014476,"프레스티지",4
100015976,10015253,"GT Line",4
100015236,10015971,"스타일",4
100014581,10015274,RS,4
100015246,10015987,"럭셔리",4
100014489,10015235,"인스퍼레이션",4
100014485,10015234,"인스퍼레이션",4
100014545,10015265,"인스퍼레이션",4
100016279,10017077,X-Pro,4
100014448,10014178,"4WD 프레스티지 캠퍼 4인승",4
100014509,10015239,TX,4
100016272,10014403,"캘리그래피 블랙에디션",5
100016444,10017348,"N Line 프레스티지",5
100010763,10004004,"모던",5
100014966,10015756,"하이슈퍼",5
100011497,10011989,"노블레스",5
100014819,10015691,"럭셔리",5
100014449,10014178,"4WD 프레스티지 캠퍼 11인승",5
100009699,10003509,"프리미어",5
100010776,10004011,"기본형",5
100009704,10003678,"프리미어블랙",5
100014337,10014778,"유로스타 VIP",5
100010848,10005306,"극초장축",5
100016213,10014060,"그랜드 에디션",5
100008432,10003599,"영업용 개인형",5
100014847,10015695,LTD,5
100011937,10003664,"DOHC 레이싱 고급형",5
100014290,10014625,"시그니처 그래비티",5
100015426,10016319,LTD,5
100014564,10015268,"인스퍼레이션",5
100009802,10003609,"프리미어",5
100015013,10015777,"스타일",5
100010773,10004010,"기본형",5
100013216,10012835,V7,5
100010705,10009507,RE,5
100015226,10015967,"스마트",5
100014827,10015692,"GX스페셜",5
100011722,10003492,"슈퍼형 모젠팩",5
100009995,10003680,"S16 탑",5
100011886,10003588,"DLX 슈퍼형",5
100008599,10003610,"트랜스폼",5
100016150,10016967,"4WD  특수(6인승)",5
100016037,10016871,"코리아팩",5
100013748,10013982,"47인승",5
100016343,10017167,"N Line 프리미엄",5
100009289,10003677,"프리미어",5
100009863,10003650,"1.8 ELS",5
100015971,10014947,"언톨드 에디션",5
100011541,10011811,"인스퍼레이션",5
100016363,10014870,"캘리그래피 블랙 익스테리어",5
100015004,10015775,"스마트",5
100016492,10005310,"초장축 플러스",5
100009461,10003754,"n 밸류",5
100014999,10015774,"하이슈퍼",5
100010811,10008212,"Li B&O 에디션",5
100013757,10013983,"우등고속",5
100007581,10005314,"트라고 9.5톤",5
100006885,10003591,"2.4 (수출형)",5
100011505,10011992,"인텔리전트",5
100015021,10015779,"스타일",5
100015811,10016666,"프레스티지",5
100013593,10011828,"베스트 셀렉션Ⅱ",5
100014131,10011354,"7인승 4WD 모던",5
100016312,10017135,"레이블 브루클린 그레이 에디션",5
100010135,10004265,"최고급형",5
100014957,10015755,"스마트",5
100016269,10014401,"캘리그래피 블랙에디션",5
