gdetail_no,grade_no,gdetail_name,sort_no
100007521,10005136,"최고급형",0
100011632,10004179,"기본형",0
100007065,10005152,"고급형",0
100011676,10004179,"뷰티",0
100013853,10013462,"기본형",0
100013854,10013462,"스포츠팩",0
100013855,10013463,"기본형",0
100013856,10013463,"스포츠팩",0
100008963,10004177,SX,0
100008009,10004177,"SLX 기본형",0
100007430,10003976,"웨곤 고급형",0
100009780,10004887,"LPG LD",0
100011956,10005149,"고급형",0
100009178,10003976,"웨곤 슈퍼형",0
100007252,10005505,"디럭스",0
100010316,10007105,"쿠페",0
100013078,10007105,"볼란테",0
100006982,10004176,"고급형",0
100012173,10011552,"최고급형",0
100011611,10012236,"프레스티지",0
100008497,10004176,"최고급형",0
100009448,10004175,"LX 기본형",0
100009818,10004175,"SLX 기본형",0
100008828,10004175,"L 고급형",0
100013798,10014024,"트랙 호크",0
100013799,10014025,"올뉴마이티",0
100007881,10004175,"L 기본형",0
100007918,10004174,LX,0
100008936,10004174,SLX,0
100013072,10006908,"프리미엄",0
100010336,10007133,M/T,0
100012587,10008197,i,0
100013651,10013873,"6인승",0
100013652,10013873,"7인승",0
100013674,10013901,"11인승",0
100013675,10013902,"11인승",0
100013673,10013902,"9인승",0
100008762,10004138,GLXi,0
100007917,10004173,"LX ",0
100008008,10004171,SLX,0
100008765,10004171,GOLD,0
100009790,10004165,"LX 최고급",0
100009447,10004165,"LX 고급",0
100010200,10004158,"SOHC GXi(SLX)",0
100010162,10004158,"SOHC GS",0
100010107,10004158,"SOHC GLXi(GTX)",0
100013686,10013906,"노블레스 라이트",0
100013687,10013906,"노블레스",0
100013688,10013906,"시그니처",0
100009340,10004158,"DOHC GSDi",0
100009999,10004158,"SOHC GLXDi",0
100007750,10004158,"DOHC GLXDi",0
100009985,10004156,LSDi,0
100008844,10003747,"L S",0
100009759,10004156,GTX(GLX),0
100007695,10003748,"CR 기본형",0
100007046,10004897,"고급형",0
100007404,10005013,"씨티",0
100009515,10005063,SVIP,0
100009285,10005065,"프레스티지",0
100011090,10005308,"초장축",0
100007304,10005322,"마이티",0
100007360,10004155,"스마트 스페셜",0
100007528,10005466,"최고급형",0
100007776,10006583,FWD,0
100010309,10007101,"쿠페",0
100010957,10007674,"프리미엄",0
100011323,10008327,"다이나믹 스포츠",0
100010686,10008675,"프레스티지",0
100012594,10009178,LE,0
100010936,10011058,"럭셔리",0
100011133,10011410,"모던",0
100011154,10011414,"프리미엄",0
100013590,10012238,VIP,0
100013629,10012370,"스타더스트",0
100013162,10012646,"프라임 세이프티",0
100009357,10004154,"ECO PLUS",0
100009955,10004153,"ECO PLUS 하이클래스",0
100013717,10013937,"프레스티지",0
100013713,10013937,"익스클루시브",0
100009781,10003748,"LS 기본형",0
100007974,10005043,S,0
100008620,10005064,"프레스티지",0
100010127,10005065,"리무진",0
100011088,10005308,"단축",0
100009384,10003783,GLSi,0
100011131,10005465,"펀 에디션",0
100012102,10005506,"기본형",0
100008376,10005506,"블랙휠",0
100008193,10003801,"고급형",0
100011178,10007675,"스마트",0
100011179,10007676,"스마트",0
100008194,10003805,"고급형",0
100010597,10008566,991,0
100010598,10008566,997,0
100010638,10008581,996,0
100010639,10008581,993,0
100010682,10008673,"익스클루시브 스페셜",0
100011172,10011435,"프레스티지",0
100011173,10011435,"노블래스",0
100011995,10011515,"2WD 최고급형",0
100012180,10011558,"기본형",0
100011553,10012117,"코어",0
100013166,10012650,"프리미엄",0
100009596,10004145,"골드프리미엄",0
100013630,10013698,"프리미어",0
100013770,10013992,"플래티넘",0
100013771,10013993,"플래티넘",0
100008055,10003848,"TUIX 크래용",0
100006939,10005131,"5인 2WD",0
100006833,10005470,+,0
100013073,10006910,"럭셔리",0
100010438,10007337,S,0
100010441,10007338,S,0
100009915,10003850,"인터쿨러슈퍼엑시드",0
100011554,10012117,"프리미어",0
100013124,10012461,"일반캡",0
100008513,10004311,"최고급형",0
100009066,10004740,"고급형",0
100008211,10003894,"고급형",0
100007153,10003894,"기본형",0
100010300,10007096,"빈티지",0
100010340,10007134,"Plus M/T",0
100011354,10007675,"익스트림 에디션",0
100010616,10008574,991,0
100011613,10012237,"프레스티지",0
100009713,10003953,"프리미엄",0
100013875,10014172,"스마트",0
100013876,10014172,"모던 초이스",0
100013877,10014172,"프리미엄",0
100009228,10003957,"최고급형",0
100013885,10014199,"스포츠팩",0
100013886,10014199,"디자인",0
100007154,10003957,"기본형",0
100007156,10003965,"기본형",0
100012101,10005505,"기본형",0
100010299,10007095,"기본형",0
100010361,10007188,"다이나믹",0
100010434,10007297,"SOL 플러스",0
100013135,10007653,1.4,0
100013136,10007653,1.6,0
100013137,10007653,2.0,0
100011112,10008196,i,0
100011150,10011413,"모던 테크",0
100012030,10011588,"기본형",0
100011457,10011683,"마스터",0
100013514,10011772,"프레스티지 스페셜",0
100011555,10012118,"코어",0
100011762,10003971,"고급형 블랙스페셜",0
100011751,10003973,"고급형",0
100008672,10003988,"CLUB 점보 ",0
100007648,10006592,"해치백",0
100012041,10007241,"스타일",0
100010565,10007697,"터보",0
100010566,10007698,"터보",0
100007437,10003999,"윈도우밴 SV",0
100010608,10008570,997,0
100010609,10008570,996,0
100010622,10008576,991,0
100007777,10004138,G(LX),0
100010698,10009496,AWD,0
100011192,10011521,"기본형",0
100011272,10011620,"9인승",0
100013192,10011681,"마스터 스페셜",0
100011343,10011771,"시그니처",0
100011950,10012314,"프레스티지",0
100013549,10012370,"리무진 프레스티지",0
100013631,10013698,"프리미어 프라임 세이프티",0
100009406,10004138,GX(GTX),0
100006898,10006576,2WD,0
100008922,10006597,SE,0
100011242,10011585,"고급형",0
100011530,10012087,"5인",0
100012215,10012361,"모던",0
100007694,10003749,CR,0
100008195,10003806,"고급형",0
100012042,10011113,"고급형",0
100011148,10011413,"모던",0
100011153,10011414,"모던",0
100011190,10011520,"기본형",0
100011269,10011617,"9인승",0
100011301,10011681,"프레스티지",0
100013195,10011684,"마스터 스페셜",0
100011581,10012146,SR,0
100013589,10012238,"캘리그래피",0
100013508,10013227,"익스클루시브",0
100009271,10003850,"터보엑시드",0
100009969,10003985,"GRX 점보 터보인터쿨러 ",0
100006942,10003994,"6인승",0
100013257,10012962,"5인승",0
100013584,10012235,VIP,0
100009737,10004149,"ECO PLUS 스위트",0
100011549,10012116,"9인승",0
100008797,10004161,GXDi,0
100011548,10012115,"11인승",0
100008498,10004178,"최고급형",0
100011547,10012115,"9인승",0
100009031,10004290,"2.0 TX",0
100011971,10011686,LTZ,0
100007814,10004292,GT,0
100013862,10014073,"프레스티지",0
100013860,10014073,"럭셔리",0
100013575,10013414,"휠체어 슬로프",0
100007413,10004300,"에센스 패키지",0
100011481,10011983,"11인승",0
100011465,10011916,"기본형",0
100011413,10011829,"퀀텀",0
100011315,10011685,"프레스티지",0
100012241,10011662,"슈프림",0
100012229,10011658,"슈프림",0
100009527,10004347,"TLX 고급형",0
100011285,10011621,"11인승",0
100011669,10004455,"고급형 패밀리",0
100011252,10011601,"패션",0
100007654,10004484,AM715,0
100013260,10012963,"5인승",0
100012017,10011568,"최고급형",0
100012028,10011584,"기본형",0
100012058,10011615,"9인승 하이 리무진",0
100012230,10011658,"엘리트",0
100012231,10011658,"스포츠 패키지",0
100013259,10012962,"7인승",0
100009261,10004490,"코치 RS",0
100012223,10004493,"판넬밴 GS",0
100013186,10012822,"프레스티지",0
100008238,10004719,"고급형",0
100013155,10012643,"기본형",0
100007460,10004764,"일반형",0
100011556,10012118,"프리미어",0
100009185,10004932,"익스클루시브 BOSE에디션",0
100012020,10011570,"고급형",0
100008924,10004962,"SE BLACK",0
100009634,10005185,"숏코치",0
100007424,10005185,"엘리트",0
100007605,10005186,"프라임",0
100012099,10005509,"일반형",0
100007649,10006593,"해치백",0
100007980,10006597,S,0
100009462,10003750,"n(네티)기본형",0
100007848,10003755,"i 기본형",0
100008612,10003811,"프라임팩",0
100011710,10003937,"MX 최고급형",0
100011713,10003937,"MXL 스타일팩",0
100011822,10003994,"9인승 점보 GOLD",0
100010170,10003755,"w 프리미어 팬시팩(2)",0
100009508,10004066,SRX,0
100009355,10004150,"ECO PLUS",0
100007817,10004219,GTX,0
100008142,10004305,"4D(숏바디) 터보인터쿨러 SDLX",0
100007020,10004356,"고급형",0
100007021,10004357,"고급형",0
100011670,10004455,"최고급형",0
100007541,10004490,"코치 GS",0
100007457,10004719,"일반형",0
100007045,10004765,"고급형",0
100008246,10004831,"고급형",0
100007538,10004873,"코치 DLX",0
100007945,10004949,PLUS,0
100007447,10004968,"익스클루시브",0
100008861,10005060,"LUXURY GRAY EDITION",0
100008701,10005070,DLX,0
100008132,10005128,"2WD 최고급형",0
100007425,10005187,"엘리트",0
100008610,10005187,"프라임",0
100011097,10005311,"단축",0
100011104,10005313,"단축",0
100009497,10003536,"SIGNATURE SV PREMIER",0
100008483,10003548,"최고급형",0
100010117,10003755,"w 프리미어",0
100009399,10003821,GT-RW,0
100007586,10003840,"트렌디",0
100009859,10003851,"XL 4WD",0
100010016,10003855,"V6 골드",0
100010853,10003930,"스페셜",0
100011714,10003937,"MXL 최고급형",0
100008820,10003938,"JX 고급형",0
100006860,10003776,1400,0
100008217,10003968,"고급형",0
100007433,10003978,"윈도우밴 슈퍼형",0
100007505,10003986,"점보",0
100011827,10003997,"윈도우밴 GRX",0
100011831,10003999,"윈도우밴 GRX",0
100009953,10004149,"ECO PLUS 하이클래스",0
100012108,10004227,"모젠 고급형",0
100007004,10004301,"고급형",0
100007006,10004310,"고급형",0
100008636,10004357,"프리미엄",0
100008524,10004360,"최고급형",0
100008525,10004361,"최고급형",0
100007025,10004361,"고급형",0
100008143,10004467,4WD,0
100008700,10004468,"DLX ",0
100008576,10004490,"코치 LS",0
100007078,10004494,"그랜드 판넬밴 LX",0
100007835,10004555,GXDi,0
100007328,10004560,"블랙",0
100009935,10004607,"프레스티지 프리미엄",0
100007981,10006598,S,0
100010880,10007091,"프레스티지",0
100013173,10007092,"매직스페이스",0
100010294,10007093,"프레지던트",0
100010301,10007097,"쿠페",0
100010304,10007098,"볼란테",0
100010310,10007101,"로드스터",0
100010311,10007102,"쿠페",0
100010312,10007103,"쿠페",0
100010313,10007103,"로드스터",0
100010314,10007104,"쿠페",0
100010315,10007104,"볼란테",0
100010317,10007106,"라피드",0
100010373,10007129,"기본형",0
100010375,10007129,"스페셜",0
100010334,10007132,M/T,0
100010339,10007134,C-TECH,0
100011850,10003894,"최고급형 모젠팩",0
100007859,10003935,JX,0
100009394,10003986,"GRX MULTI 점보",0
100007365,10004150,"스위트",0
100007515,10004303,"최고급형",0
100007627,10004609,"프리미엄",0
100012130,10004721,"고급형",0
100012131,10004721,"스타",0
100009555,10004771,"1.6 플래티넘",0
100013331,10004796,"2.0 DOHC 고급형",0
100012012,10005116,"기본형",0
100011091,10005309,"단축",0
100009970,10003782,GSXi,0
100009626,10004229,"블랙 프리미엄 고급형",0
100009900,10004229,"블랙 프리미엄 최고급형",0
100013881,10005324,"마이티 하이냉동탑차 파워게이트",0
100010306,10007099,"로드스터",0
100006909,10003539,3.0,0
100007577,10003854,"터보STD",0
100008219,10003970,"고급형",0
100009231,10003970,"최고급형",0
100011760,10003970,"월드컵",0
100009931,10003999,"판넬밴 SV",0
100011625,10004311,"모노고급",0
100007386,10004363,"스페셜",0
100007389,10004370,"스페셜",0
100007502,10004495,"장축",0
100007036,10004568,"고급형",0
100013366,10004796,"2.0 스페셜 드림넷",0
100007887,10004815,"LK 일반형",0
100011602,10004878,"슈퍼 투톤컬러팩",0
100008888,10004994,PLEASURE,0
100010048,10005065,"보우에디션",0
100012013,10005116,"레이디팩",0
100009359,10005163,"EZ SPECIAL",0
100011975,10005169,"4WD EZ SPECIAL",0
100011092,10005309,"중축",0
100009233,10004229,"최고급형",0
100009232,10004228,"최고급형",0
100009897,10004228,"브라운 프리미엄 최고급형",0
100007309,10005328,"마이티",0
100007311,10005330,"마이티",0
100007312,10005331,"마이티",0
100009624,10004228,"브라운 프리미엄 고급형",0
100011709,10003937,"MX 고급형",0
100007938,10003941,MX,0
100007167,10004228,"기본형",0
100008223,10004228,"고급형",0
100010129,10004228,"블랙 프리미엄 최고급형",0
100010049,10004228,"블랙 프리미엄 고급형",0
100009510,10003774,STD,0
100008322,10003943,"럭셔리",0
100008453,10003845,"익스트림",0
100008590,10003854,"터보엑시드",0
100008879,10003935,MX,0
100009631,10003936,"비즈니스 JX",0
100011706,10003938,"JX 밀리언스페셜",0
100009798,10003938,"MX 최고급형",0
100008332,10003939,"럭셔리 MXL",0
100011761,10003970,"최고급형 블랙스페셜",0
100013371,10003978,"판넬밴 울트라 슈퍼형",0
100007506,10003987,"점보",0
100010211,10003997,"판넬밴 GRX 점보 터보인터쿨러 ",0
100008604,10004000,"판넬밴 GRX 점보",0
100012115,10004228,"블랙 프리미엄 모젠 최고급형",0
100008654,10004150,"하이클래스",0
100009738,10004150,"ECO PLUS 스위트",0
100006960,10004306,"가솔린 DOHC",0
100009164,10004311,"스페셜",0
100007390,10004372,"스페셜",0
100008721,10004469,"EST ",0
100007758,10004469,"EGI ",0
100007077,10004491,"그랜드 코치 GS",0
100007076,10004493,"그랜드 글라스밴 GS ",0
100008179,10004568,"고급 레드프리미엄",0
100012106,10004774,"일반형",0
100012107,10004774,"고급형",0
100013367,10004796,"2.0 슈퍼 드림넷",0
100010029,10004796,"2.0 LPG 디럭스",0
100007207,10004818,"기본형",0
100006835,10005472,+,0
100007256,10005510,"디럭스",0
100007257,10005512,"디럭스",0
100011469,10006230,"기본형",0
100012114,10004228,"블랙 프리미엄 모젠 고급형",0
100009085,10003861,"디럭스",0
100007275,10003862,"럭셔리",0
100008773,10003987,"GRX 점보",0
100012113,10004228,"브라운 프리미엄 모젠 최고급형",0
100007963,10004066,PRO,0
100012335,10004072,"일반캡",0
100007168,10004229,"기본형",0
100006961,10004304,"가솔린 DOHC/SOHC",0
100009625,10004311,"브라운프리미엄",0
100007391,10004373,"스페셜",0
100007324,10004377,"브라운프리미엄",0
100009435,10004469,"LST ",0
100008275,10004493,"그랜드 판넬밴 GS ",0
100013279,10004727,EX,0
100010275,10004727,LS,0
100013315,10004776,"고급형",0
100009029,10004797,"2.0 LPG",0
100008940,10004823,SOHC,0
100007954,10005022,PLUS,0
100009314,10005120,CLUB,0
100009578,10005174,"4WD SPECIAL",0
100007426,10005192,"엘리트",0
100007278,10003944,"럭셔리",0
100012112,10004228,"브라운 프리미엄 모젠 고급형",0
100012111,10004228,"모젠 최고급형",0
100012110,10004228,"모젠 고급형",0
100012190,10005462,"일반형",0
100008024,10005464,Star,0
100007074,10005465,"고급형",0
100008079,10005470,"+ 레더 패키지",0
100012093,10005470,"기본형",0
100012095,10005472,"기본형",0
100008739,10003956,"GL 고급형",0
100006934,10005500,"5인",0
100012109,10004228,"모젠 기본형",0
100009187,10003854,"인터쿨러슈퍼",0
100009910,10003862,"월드컵 스페셜 에디션",0
100009120,10003865,"모젠팩",0
100008013,10004119,"SOHC RS",0
100007997,10004124,"Si LX",0
100008226,10004232,"고급형",0
100009788,10004469,"LTD ",0
100008234,10004569,"고급형",0
100011839,10003982,"GRX 4WD",0
100010089,10004727,"GTE 옵티마",0
100010152,10004727,"GTE 포커스",0
100007983,10004727,SE,0
100011597,10004877,"리빅",0
100007667,10004956,BLACK,0
100013295,10005001,"아트",0
100009004,10005120,YOUTH,0
100007067,10005154,"고급형",0
100011965,10005174,"4WD 기본형",0
100010270,10003982,"CLUB 4WD",0
100007439,10004003,"윈도우밴 SV",0
100008222,10004227,"고급형",0
100013869,10005315,"엑시언트 13.5톤",0
100007166,10004227,"기본형",0
100012089,10005472,"+ 래더 패키지",0
100006836,10005473,+,0
100008076,10005473,"+ (The Perfect Black)",0
100008077,10005475,"+ 더 퍼펙트 블랙",0
100010898,10005475,"+ 래더패키지",0
100007102,10003542,"기본형",0
100013245,10004115,"Di SR  기본형",0
100008826,10003716,"L 고급형",0
100009138,10003845,"블루세이버",0
100010017,10003856,"V6 골드",0
100007420,10003857,"엑시드",0
100007266,10003858,"디젤엑시드",0
100013372,10003978,"윈도우밴 울트라 슈퍼형",0
100007434,10003998,"윈도우밴 GRX 점보",0
100008949,10004066,SR,0
100008655,10004153,"하이클래스",0
100006919,10004305,"4D(숏바디) 터보인터쿨러 DLX",0
100007008,10004312,"고급형",0
100007325,10004380,"브라운프리미엄",0
100009436,10004470,"LST ",0
100009789,10004470,"LTD ",0
100009079,10004493,"글라스밴 GS ",0
100009972,10004728,"GTE 옵티마",0
100013312,10004740,"LX 드림넷",0
100013296,10005001,"파노라마",0
100007659,10005026,ART,0
100009807,10005122,PASSION,0
100009125,10005154,"브라운",0
100007250,10005156,"디럭스",0
100008726,10005176,"EZ SPECIAL",0
100007165,10004226,"기본형",0
100011089,10005308,"중축",0
100007578,10005315,"트라고 11.5톤",0
100009344,10005322,"e 마이티",0
100007305,10005324,"마이티",0
100008221,10004226,"고급형",0
100009451,10004225,LXDi,0
100010899,10005475,"+ 스타일패키지",0
100006829,10005480,"(The Perfect Black)",0
100006830,10005482,"(The Perfect Black)",0
100009059,10003542,"고급형",0
100008863,10004143,LX,0
100009843,10004225,V6,0
100013373,10003978,"LPG 판넬밴 슈퍼형",0
100009913,10003997,"윈도우밴 GRX RV 터보인터쿨러 ",0
100008845,10004132,LS,0
100009434,10004132,LSDI,0
100006841,10004133,"1.1 LX",0
100009356,10004153,"ECO PLUS",0
100006986,10004235,"고급형",0
100007363,10004148,"스위트",0
100010192,10004727,"GTE 살롱",0
100010159,10004740,"LX 고급형",0
100007461,10004777,"일반형",0
100007749,10004823,DOHC,0
100008846,10004893,"LS고급형",0
100009986,10004893,"LT 익스트림",0
100011957,10005006,"기본형",0
100011958,10005006,"프리미엄",0
100007971,10005037,S,0
100008069,10005122,VISION,0
100010033,10005126,"4WD 최고급형",0
100007251,10005157,"디럭스",0
100008564,10005177,"최고급형",0
100007411,10005243,"어린이버스",0
100009696,10005324,"프런티어",0
100006840,10005486,"+ 래더패키지",0
100008864,10004225,LX,0
100007367,10004153,"스위트",0
100007103,10003543,"기본형",0
100008323,10004155,"럭셔리",0
100007826,10004224,GX,0
100009960,10003773,GL,0
100007969,10003777,R,0
100011726,10003806,"프리미엄 사운드팩",0
100007244,10003943,"디럭스",0
100008496,10003971,"최고급형",0
100006981,10003971,"고급형",0
100013374,10003978,"LPG 판넬밴 울트라슈퍼형",0
100009395,10003987,"GRX MULTI 점보",0
100010070,10003997,"판넬밴 SV",0
100007824,10004161,GX,0
100007002,10004298,"고급형",0
100012087,10004405,"GLX 기본형",0
100008903,10004425,President,0
100009686,10004493,"판넬밴 LS",0
100010102,10004740,"LX 일반형",0
100007462,10004778,"일반형",0
100006877,10004797,"2.0 SOHC",0
100013282,10004797,"2.0 로얄",0
100007210,10004824,"기본형",0
100009429,10004824,LPG,0
100007211,10004825,"기본형",0
100011599,10004877,"슈퍼 투톤컬러팩",0
100011600,10004878,DLX,0
100009783,10004893,"LT 고급형",0
100007950,10005007,PLUS,0
100007951,10005008,PLUS,0
100007952,10005009,PLUS,0
100009108,10005041,"마제스티S",0
100008337,10005042,"레버런스S",0
100010370,10005122,"LEISURE SPECIAL",0
100007473,10005142,"일반형",0
100007290,10005158,"럭셔리",0
100010291,10007091,"럭셔리",0
100010303,10007098,"쿠페",0
100010345,10007137,C-TECH,0
100010365,10007190,"다이나믹",0
100010367,10007191,"디럭스",0
100012040,10007241,"기본형",0
100010372,10007243,"최고급형",0
100013286,10007254,"스프린트 에디션",0
100008318,10003544,"럭셔리",0
100007108,10003550,"기본형",0
100007007,10004311,"고급형",0
100009958,10004223,EXCESS,0
100009793,10004223,LXDi,0
100008514,10004312,"최고급형",0
100008873,10004347,"LX 최고급형",0
100009400,10003718,"GV 슈퍼형",0
100010197,10003718,"LE 고급형",0
100010222,10003718,"LE 슈퍼형",0
100010084,10003773,GLX,0
100007810,10003779,GS,0
100008196,10003807,"고급형",0
100009154,10003807,"슈퍼형",0
100008426,10003849,"엑시드",0
100007602,10003849,"표준형",0
100009655,10003855,"인터쿨러슈퍼",0
100007448,10003860,"인터쿨러(숏바디)",0
100008026,10003873,STD,0
100008697,10003873,DLX,0
100009951,10003876,"DOHC SUPER-DLX 4WD",0
100011711,10003937,"MX 스타일팩",0
100009161,10003943,"스패셜 팩",0
100009255,10003971,"최고급형 블랙스페셜",0
100013375,10003978,"LPG 윈도우밴 슈퍼형",0
100007686,10003988,CLUB,0
100008444,10004003,"윈도우밴 SVX",0
100009443,10004167,LX,0
100009444,10004223,LX,0
100009074,10004305,"그랜드 가솔린 DOHC",0
100009597,10004305,"그랜드 터보인터쿨러 DLX",0
100011629,10004312,"VIP팩",0
100011630,10004313,"스페셜",0
100008527,10004407,"최고급형",0
100007592,10004471,"판넬밴 LST ",0
100006935,10005501,"5인",0
100008168,10005502,"7인",0
100010341,10007134,"Plus C-TECH",0
100008849,10004223,LSDi,0
100008799,10004222,GXDi,0
100009544,10004222,VXDi,0
100010227,10004728,STi,0
100007629,10004742,"프리미엄",0
100007812,10004222,GSDi,0
100007920,10004221,LX,0
100009875,10005126,"4WD 고급형",0
100010153,10003773,GX,0
100007265,10003856,"디젤엑시드",0
100009640,10003943,"스타일",0
100009904,10003943,"스마트",0
100009180,10003997,"윈도우밴 GX 점보 터보인터쿨러 ",0
100012336,10004072,"슈퍼캡",0
100006843,10004134,"1.3 CD",0
100009739,10004153,"ECO PLUS 스위트",0
100008012,10004220,"SOHC GLX DGT",0
100007611,10004316,"프렌드",0
100009077,10004407,"그랜드 팩",0
100007188,10004569,"기본형",0
100009502,10004220,"SOHC GLXi",0
100010217,10004727,ETi,0
100008309,10004827,"디젤",0
100007213,10004828,"기본형",0
100007953,10005010,PLUS,0
100007956,10005012,"PLUS 씨티",0
100009539,10005055,VIP,0
100006904,10005125,"2WD 고급형",0
100008131,10005126,"2WD 최고급형",0
100009576,10005169,"4WD 최고급형",0
100008609,10005185,"프라임",0
100008941,10004220,"SOHC LX",0
100008719,10004219,"EGI GXi",0
100013254,10004182,"기본형",0
100008385,10004264,"수출형(아만티)",0
100012193,10005448,"기본형",0
100011470,10006230,"스타일",0
100007298,10006574,"리미티드 4WD",0
100008994,10003550,VIP,0
100008065,10003553,VIP,0
100011651,10004263,"최고급형-하이오너형",0
100007879,10003721,"L 기본형",0
100008592,10003856,"터보엑시드",0
100010097,10003876,"LPG DLX",0
100011087,10005307,"초장축",0
100011712,10003937,"MXL 고급형",0
100009513,10003988,SV,0
100009826,10003988,SVX,0
100009652,10003997,"윈도우밴 GRX 점보 터보인터쿨러 ",0
100012337,10004073,"일반캡",0
100008087,10004134,"1.3 DM",0
100009123,10004214,"보냉탑",0
100008595,10004306,"디젤 터보인터쿨러",0
100009424,10004323,LIMITED,0
100008277,10004472,"글라스밴 LST ",0
100012224,10004493,"그랜드 판넬밴 LS",0
100007533,10004571,"컴포트시트",0
100007295,10004578,"레드스페셜",0
100010269,10004727,BX,0
100010255,10004727,STi,0
100013327,10004797,"2.0 SOHC 고급형",0
100013328,10004797,"2.0 SOHC 고급형 드림넷",0
100007464,10004829,"일반형",0
100012139,10004893,"스마트팩",0
100012140,10004893,"스페셜 에디션",0
100009785,10004894,"LT 최고급형",0
100009988,10004894,"LTX 최고급형",0
100008893,10005013,"PLUS 씨티",0
100008905,10005056,PRESTIGE,0
100009512,10005058,SUPREME,0
100008375,10005159,"브라운스페셜",0
100007291,10005159,"럭셔리",0
100011650,10004263,"고급형-하이오너형",0
100009350,10005329,"e 마이티",0
100011471,10006230,"스마트 패키지",0
100008150,10006576,4WD,0
100011804,10003544,"알칸타라 셀렉션",0
100008742,10003721,"GL 기본형",0
100009612,10003722,"럭셔리",0
100006973,10003723,"고급형",0
100010195,10003773,GXL,0
100007737,10003783,DOHC,0
100011727,10003807,"레드팩",0
100007132,10003808,"기본형",0
100008197,10003808,"고급형",0
100009656,10003856,"인터쿨러슈퍼",0
100008403,10003864,"스타일팩",0
100008603,10003978,"판넬밴 슈퍼형",0
100010004,10003988,"SVX 점보 ",0
100012338,10004073,"슈퍼캡",0
100009007,10004134,"1.3 EF",0
100008656,10004154,"하이클래스",0
100009740,10004154,"ECO PLUS 스위트",0
100008869,10004284,"LX 5인승 고급형",0
100007937,10004307,MR,0
100009103,10004310,"레져형",0
100009528,10004316,"TLX 기본형",0
100007282,10004429,"럭셔리",0
100008535,10004579,"최고급형 ",0
100010242,10004727,GTi,0
100008855,10004786,LUXURY,0
100007717,10004798,DELUXE,0
100008847,10004895,"LS고급형",0
100007405,10005014,"씨티",0
100008071,10005060,VVIP,0
100007057,10005115,"고급형",0
100009046,10005126,"4WD 기본형",0
100007665,10005127,"AWD 고급형",0
100011947,10005159,"매니아",0
100009670,10004263,"최고급형-럭셔리",0
100009240,10004263,"최고급형",0
100007527,10005463,"최고급형",0
100008167,10005501,"7인",0
100008170,10005504,"7인",0
100008268,10004263,"고급형-럭셔리",0
100007513,10004262,"최고급형",0
100007809,10003654,"골드",0
100008634,10004262,"프리미엄",0
100008805,10003755,"i 디럭스",0
100010226,10003773,STD,0
100007706,10003774,CXL,0
100008745,10003783,GLi,0
100009709,10003808,"프리미엄",0
100011764,10003972,"최고급형 블랙스페셜",0
100013376,10003978,"LPG 윈도우밴 울트라슈퍼형",0
100008440,10003998,"윈도우밴 GRX RV",0
100012339,10004074,"슈퍼캡",0
100013238,10004110,"고급형",0
100009956,10004154,"ECO PLUS 하이클래스",0
100007332,10004308,"빅밴 터보인터쿨러",0
100009835,10004316,"TLX 고급형",0
100009390,10004435,GOLD,0
100009244,10004580,"최고급형 ",0
100008240,10004745,"고급형",0
100008640,10004747,"프리미엄",0
100008421,10004779,"아이덴티티 일반형",0
100009563,10004799,"2.0 SPECIAL",0
100008245,10004830,"고급형",0
100007465,10004830,"일반형",0
100010099,10004893,"LT 최고급형",0
100007668,10004959,BLACK,0
100007406,10005015,"씨티",0
100008066,10005119,VISION,0
100009239,10004261,"최고급형",0
100011129,10005465,"일반형",0
100006938,10005504,"5인",0
100007253,10005506,"디럭스",0
100013122,10006572,XLT,0
100008152,10006578,4WD,0
100008660,10006583,AWD,0
100006901,10006680,2WD,0
100010292,10007092,VIP,0
100009669,10004261,"최고급형-럭셔리",0
100007110,10003559,"기본형",0
100006994,10004261,"고급형",0
100008267,10004261,"고급형-럭셔리",0
100011772,10003755,"w 럭셔리 팬시팩(1)",0
100010021,10003755,"w 최고급형",0
100007738,10003784,DOHC,0
100007139,10003819,"기본형",0
100009657,10003849,"인터쿨러엑시드",0
100006993,10004260,"고급형",0
100007862,10003938,"JX 기본형",0
100009649,10003944,"월드컵 스페셜 에디션",0
100007279,10003946,"럭셔리",0
100011750,10003973,"기본형",0
100008043,10003989,"SVX 점보 ",0
100008040,10003990,"SV 점보 ",0
100009279,10003998,"판넬밴 GRX 점보",0
100009281,10004003,"판넬밴 SV",0
100013240,10004111,"고급형",0
100009551,10004134,"1.3 FS",0
100007741,10004156,DOHC,0
100008758,10004156,GLX,0
100007576,10004309,"터보인터쿨러 SDLX",0
100010009,10004316,"TLX 최고급형",0
100010111,10004316,"TLX VIP팩",0
100007922,10004436,LX,0
100007829,10004437,GX,0
100008866,10004437,LX,0
100008175,10004473,"가솔린",0
100010223,10004473,"LPG LTD",0
100008273,10004494,"그랜드 글라스밴 GS ",0
100007395,10004654,"스페셜",0
100008777,10004727,GSi,0
100009756,10004727,GSE,0
100007197,10004747,"기본형",0
100010387,10007253,"스포트 프리미엄",0
100010388,10007254,"디자인",0
100010407,10007285,"프리미엄",0
100010435,10007297,VIS,0
100009939,10004260,"프리미엄",0
100009545,10003755,"w 기본형",0
100008750,10003774,GLS,0
100008746,10003784,GLi,0
100009385,10003784,GLSi,0
